Artikelnummer,Bezeichnung,Online_Status,EAN,Kred_Artikelnummer,Warengruppe,Spalte7,Spalte8,Spalte9,Hauptkategorie,PG_Beschreibung,Marke,Modellnummer,Farbe,Saison,Herstellergröße,Zielgruppe,Rahmentyp,Radgröße,Akkukapazität,Absatz_Variabel,Absatz_30T,Absatz_7T,Bestand_verfügbar,Reichweite_JAHRE,Reichweite_MONATE,In_Auftrag,Offen,Nächster_Bestellzugang,Nächste_EK_Menge,Nächster_EK_Preis,Letzter_Einkaufspreis_Datum,Letzter_Einkaufspreis_Wert,Avg_EK,Umsatz_Var,DB_Var,Netto_Umsatz_7_Tage,Netto_Umsatz_30_Tage,DB_Pct_Var,Lagerwert,Retourquote,Erster_Zugang,Preis_Online,UVP,Rabattsatz,Kalkulation,BEMERKUNG,MINPRICE,MAXPRICE,Zyklus,Nachorder?
X7253073,"Hinterbauständer 16""",JA,4061929074950,221600007885,T095,Marco,K2058,Framework Mobility GmbH,TZB,Ständer,VILU,M000103428,schwarz,26,150 mm,UN,,,0,65,,,45,0.692308,,7,,,,,2026-01-31,7.5,7.5,512.2,24.7,0,0,0.048223,390,,2026-01-26,14.99,14.99,0,2,MP-UVP-0726,14.99,14.99,Active,0
X7253074,"Hinterbauständer 20"" Disc",JA,4061929074967,221600007884,T095,Marco,K2058,Framework Mobility GmbH,TZB,Ständer,VILU,M000103429,schwarz,26,220 mm,UN,,,0,15,,,18,1.2,,1,,,,,2026-01-31,7.5,7.5,118.2,5.7,0,0,0.048223,150,,2026-01-26,14.99,14.99,0,2,MP-UVP-0726,14.99,14.99,Active,0
X7253075,"Hinterbauständer 24""-26""",Nein/Nur in der Filiale Verfügbar,4061929074974,221600007883,T095,Marco,K2058,Framework Mobility GmbH,TZB,Ständer,VILU,M000103430,schwarz,26,260-330 mm,UN,,,0,75,,,0,0,,2,,,,,2026-01-31,8.5,8.5,669.75,32.25,0,0,0.048152,17,,2026-01-26,16.99,16.99,0,2,MP-UVP-0726,16.99,16.99,Active,0
X7253233,Rauheck Langfinger Handschuhe,JA,4065901107780,"10-110162-9000-6,5",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103556,Black,26HW,"6,5 (XS/S)",UN,,,0,,,,2,,,,,,,,2026-02-13,25.5,25.5,,,0,0,,51,,2026-02-13,54.99,59.95,0.082736,2.2,PW-neu-04,54.99,54.99,Active,0
X7253234,Rauheck Langfinger Handschuhe,JA,4065901107797,"10-110162-9000-7,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103556,Black,26HW,7 (S),UN,,,0,,,,2,,,,,,,,2026-02-13,25.5,25.5,,,0,0,,51,,2026-02-13,54.99,59.95,0.082736,2.2,PW-neu-04,54.99,54.99,Active,0
X7253235,Rauheck Langfinger Handschuhe,JA,4065901107803,"10-110162-9000-7,5",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103556,Black,26HW,"7,5 (S/M)",UN,,,0,,,,3,,,,,,,,2026-02-13,25.333333,25.333333,,,0,0,,76,,2026-02-13,54.99,59.95,0.082736,2.2,PW-neu-04,54.99,54.99,Active,0
X7253236,Rauheck Langfinger Handschuhe,JA,4065901107810,"10-110162-9000-8,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103556,Black,26HW,8 (M),UN,,,0,,,,3,,,,,,,,2026-02-13,25.333333,25.333333,,,0,0,,76,,2026-02-13,54.99,59.95,0.082736,2.2,PW-neu-04,54.99,54.99,Active,0
X7253237,Rauheck Langfinger Handschuhe,JA,4065901107827,"10-110162-9000-8,5",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103556,Black,26HW,"8,5 (M/L)",UN,,,0,,,,3,,,,,,,,2026-02-13,25.333333,25.333333,,,0,0,,76,,2026-02-13,54.99,59.95,0.082736,2.2,PW-neu-04,54.99,54.99,Active,0
X7253238,Rauheck Langfinger Handschuhe,JA,4065901107834,"10-110162-9000-9,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103556,Black,26HW,9 (L),UN,,,0,,,,3,,,,,,,,2026-02-13,25.333333,25.333333,,,0,0,,76,,2026-02-13,54.99,59.95,0.082736,2.2,PW-neu-04,54.99,54.99,Active,0
X7253239,Rauheck Langfinger Handschuhe,JA,4065901107841,"10-110162-9000-9,5",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103556,Black,26HW,"9,5 (L/XL)",UN,,,0,,,,3,,,,,,,,2026-02-13,25.333333,25.333333,,,0,0,,76,,2026-02-13,54.99,59.95,0.082736,2.2,PW-neu-04,54.99,54.99,Active,0
X7253240,Rauheck Langfinger Handschuhe,JA,4065901107858,"10-110162-9000-10,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103556,Black,26HW,10 (XL),UN,,,0,,,,3,,,,,,,,2026-02-13,25.333333,25.333333,,,0,0,,76,,2026-02-13,54.99,59.95,0.082736,2.2,PW-neu-04,54.99,54.99,Active,0
X7253241,Rauheck Langfinger Handschuhe,JA,4065901107865,"10-110162-9000-10,5",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103556,Black,26HW,"10,5 (XL/XXL)",UN,,,0,,,,2,,,,,,,,2026-02-13,25.5,25.5,,,0,0,,51,,2026-02-13,54.99,59.95,0.082736,2.2,PW-neu-04,54.99,54.99,Active,0
X7253242,Rauheck Langfinger Handschuhe,JA,4065901107872,"10-110162-9000-11,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103556,Black,26HW,11 (XXL),UN,,,0,,,,2,,,,,,,,2026-02-13,25.5,25.5,,,0,0,,51,,2026-02-13,54.99,59.95,0.082736,2.2,PW-neu-04,54.99,54.99,Active,0
X7253243,Mautern Jr. Langfinger Handschuhe,Nein/Nur in der Filiale Verfügbar,4065901104833,"10-110157-5770-4,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103554,ocean cavern,26FS,4,KI,,,0,,,,,,,,4,2026-02-27,4,13.95,,,0,,,0,0,,,,,24.99,29.95,0.165609,,PW-neu-04,24.99,24.99,Active,0
X7253244,Mautern Jr. Langfinger Handschuhe,Nein/Nur in der Filiale Verfügbar,4065901104840,"10-110157-5770-5,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103554,ocean cavern,26FS,5,KI,,,0,,,,,,,,4,2026-02-27,4,13.95,,,0,,,0,0,,,,,24.99,29.95,0.165609,,PW-neu-04,24.99,24.99,Active,0
X7253245,Mautern Jr. Langfinger Handschuhe,Nein/Nur in der Filiale Verfügbar,4065901104857,"10-110157-5770-6,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103554,ocean cavern,26FS,6,KI,,,0,,,,,,,,4,2026-02-27,4,13.95,,,0,,,0,0,,,,,24.99,29.95,0.165609,,PW-neu-04,24.99,24.99,Active,0
X7253246,Mautern Jr. Langfinger Handschuhe,Nein/Nur in der Filiale Verfügbar,4065901104864,"10-110157-5770-7,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103554,ocean cavern,26FS,7,KI,,,0,,,,,,,,4,2026-02-27,4,13.95,,,0,,,0,0,,,,,24.99,29.95,0.165609,,PW-neu-04,24.99,24.99,Active,0
X7253247,Mautern Jr. Langfinger Handschuhe,Nein/Nur in der Filiale Verfügbar,4065901104918,"10-110157-9000-4,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103554,Black,26FS,4,KI,,,0,,,,,,,,5,2026-02-27,5,13.95,,,0,,,0,0,,,,,24.99,29.95,0.165609,,PW-neu-04,24.99,24.99,Active,0
X7253248,Mautern Jr. Langfinger Handschuhe,Nein/Nur in der Filiale Verfügbar,4065901104925,"10-110157-9000-5,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103554,Black,26FS,5,KI,,,0,,,,,,,,5,2026-02-27,5,13.95,,,0,,,0,0,,,,,24.99,29.95,0.165609,,PW-neu-04,24.99,24.99,Active,0
X7253249,Mautern Jr. Langfinger Handschuhe,Nein/Nur in der Filiale Verfügbar,4065901104932,"10-110157-9000-6,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103554,Black,26FS,6,KI,,,0,,,,,,,,5,2026-02-27,5,13.95,,,0,,,0,0,,,,,24.99,29.95,0.165609,,PW-neu-04,24.99,24.99,Active,0
X7253250,Mautern Jr. Langfinger Handschuhe,Nein/Nur in der Filiale Verfügbar,4065901104949,"10-110157-9000-7,0",B082,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe lang,ROECKL,M000103554,Black,26FS,7,KI,,,0,,,,,,,,5,2026-02-27,5,13.95,,,0,,,0,0,,,,,24.99,29.95,0.165609,,PW-neu-04,24.99,24.99,Active,0
X7253251,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105410,"10-110159-4680-3,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,violet blossom,26FS,3,KI,,,0,,,,1,,,1,,,,,2026-02-13,6.27,6.27,,,0,0,,12.54,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253252,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105427,"10-110159-4680-4,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,violet blossom,26FS,4,KI,,,0,,,,1,,,1,6,2026-04-10,6,6.95,2026-02-13,6.27,2.508,,,0,0,,12.54,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253253,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105434,"10-110159-4680-5,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,violet blossom,26FS,5,KI,,,0,,,,1,,,,6,2026-04-03,6,6.95,2026-02-13,6.27,2.85,,,0,0,,6.27,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253254,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105441,"10-110159-4680-6,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,violet blossom,26FS,6,KI,,,0,,,,3,,,,,,,,2026-02-13,6.27,6.27,,,0,0,,18.81,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253255,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105458,"10-110159-4680-7,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,violet blossom,26FS,7,KI,,,0,,,,1,,,1,,,,,2026-02-13,6.27,6.27,,,0,0,,12.54,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253256,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105465,"10-110159-5770-3,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,ocean cavern,26FS,3,KI,,,0,,,,1,,,,4,2026-04-03,4,6.95,2026-02-13,6.27,2.09,,,0,0,,6.27,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253257,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105472,"10-110159-5770-4,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,ocean cavern,26FS,4,KI,,,0,,,,2,,,,,,,,2026-02-13,6.27,6.27,,,0,0,,12.54,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253258,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105489,"10-110159-5770-5,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,ocean cavern,26FS,5,KI,,,0,,,,1,,,1,6,2026-04-03,6,6.95,2026-02-13,6.27,2.85,,,0,0,,12.54,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253259,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105496,"10-110159-5770-6,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,ocean cavern,26FS,6,KI,,,0,,,,3,,,,,,,,2026-02-13,6.27,6.27,,,0,0,,18.81,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253260,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105502,"10-110159-5770-7,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,ocean cavern,26FS,7,KI,,,0,,,,3,,,,,,,,2026-02-13,6.27,6.27,,,0,0,,18.81,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253261,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105564,"10-110159-9600-3,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,black shadow,26FS,3,KI,,,0,,,,1,,,,,,,,2026-02-13,6.27,6.27,,,0,0,,6.27,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253262,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105571,"10-110159-9600-4,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,black shadow,26FS,4,KI,,,0,,,,4,,,,,,,,2026-02-13,6.27,6.27,,,0,0,,25.08,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253263,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105588,"10-110159-9600-5,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,black shadow,26FS,5,KI,,,0,,,,2,,,,4,2026-04-03,4,6.95,2026-02-13,6.27,3.483333,,,0,0,,12.54,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253264,Tarifa 2 Kurzfinger Handschuhe,Nein/Nur in der Filiale Verfügbar,4065901105595,"10-110159-9600-6,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,black shadow,26FS,6,KI,,,0,,,,0,,,,6,2026-04-03,6,6.95,2026-02-13,6.27,2.508,,,0,0,,0,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253265,Tarifa 2 Kurzfinger Handschuhe,JA,4065901105601,"10-110159-9600-7,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103557,black shadow,26FS,7,KI,,,0,,,,2,,,1,,,,,2026-02-13,6.27,6.27,,,0,0,,18.81,,2026-02-13,13.99,14.95,0.064214,2.2,PW-neu-04,13.99,13.99,Active,0
X7253266,Danis 2 Kurzfinger Handschuhe,JA,4065901105113,"10-110086-4680-6,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,violet blossom,26FS,6,DA,,,0,,,,1,,,,,,,,2026-02-13,13.85,13.85,,,0,0,,13.85,,2026-02-13,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253267,Danis 2 Kurzfinger Handschuhe,JA,4065901105120,"10-110086-4680-6,5",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,violet blossom,26FS,6.5,DA,,,0,,,,2,,,,,,,,2026-02-13,13.845,13.845,,,0,0,,27.69,,2026-02-13,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253268,Danis 2 Kurzfinger Handschuhe,JA,4065901105137,"10-110086-4680-7,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,violet blossom,26FS,7,DA,,,0,,,,2,,,,,,,,2026-02-13,13.845,13.845,,,0,0,,27.69,,2026-02-13,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253269,Danis 2 Kurzfinger Handschuhe,JA,4065901105144,"10-110086-4680-7,5",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,violet blossom,26FS,7.5,DA,,,0,,,,2,,,,,,,,2026-02-13,13.845,13.845,,,0,0,,27.69,,2026-02-13,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253270,Danis 2 Kurzfinger Handschuhe,JA,4065901105151,"10-110086-4680-8,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,violet blossom,26FS,8,DA,,,0,,,,2,,,,,,,,2026-02-13,13.845,13.845,,,0,0,,27.69,,2026-02-13,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253271,Danis 2 Kurzfinger Handschuhe,JA,4065901105168,"10-110086-4680-8,5",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,violet blossom,26FS,8.5,DA,,,0,,,,1,,,,,,,,2026-02-13,13.85,13.85,,,0,0,,13.85,,2026-02-13,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253272,Danis 2 Kurzfinger Handschuhe,JA,4065901105175,"10-110086-4680-9,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,violet blossom,26FS,9,DA,,,0,,,,1,,,,,,,,2026-02-13,13.85,13.85,,,0,0,,13.85,,2026-02-13,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253273,Danis 2 Kurzfinger Handschuhe,JA,4065901105182,"10-110086-6610-6,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,Fern,26FS,6,DA,,,0,,,,1,,,,,,,,2026-03-04,13.84,13.84,,,0,0,,13.84,,2026-03-05,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253274,Danis 2 Kurzfinger Handschuhe,JA,4065901105199,"10-110086-6610-6,5",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,Fern,26FS,6.5,DA,,,0,,,,2,,,,,,,,2026-03-04,13.85,13.85,,,0,0,,27.7,,2026-03-05,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253275,Danis 2 Kurzfinger Handschuhe,JA,4065901105205,"10-110086-6610-7,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,Fern,26FS,7,DA,,,0,,,,2,,,,,,,,2026-03-04,13.85,13.85,,,0,0,,27.7,,2026-03-05,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253276,Danis 2 Kurzfinger Handschuhe,JA,4065901105212,"10-110086-6610-7,5",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,Fern,26FS,7.5,DA,,,0,,,,2,,,,,,,,2026-03-04,13.85,13.85,,,0,0,,27.7,,2026-03-05,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253277,Danis 2 Kurzfinger Handschuhe,JA,4065901105229,"10-110086-6610-8,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,Fern,26FS,8,DA,,,0,,,,2,,,,,,,,2026-03-04,13.85,13.85,,,0,0,,27.7,,2026-03-05,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253278,Danis 2 Kurzfinger Handschuhe,JA,4065901105236,"10-110086-6610-8,5",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,Fern,26FS,8.5,DA,,,0,,,,1,,,,,,,,2026-03-04,13.84,13.84,,,0,0,,13.84,,2026-03-05,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253279,Danis 2 Kurzfinger Handschuhe,JA,4065901105243,"10-110086-6610-9,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103547,Fern,26FS,9,DA,,,0,,,,1,,,,,,,,2026-03-04,13.84,13.84,,,0,0,,13.84,,2026-03-05,29.99,32.95,0.089833,2.2,PW-neu-04,29.99,29.99,Active,0
X7253281,Karabiner,JA,0745604036672,KO.81.007,Z021,,K00004084,kommit Outdoor GmbH,TZB,Kinderartikel,KOMMIT,M000103541,Orange,26,OSZ,UN,,,0,,,,4,,,,,,,,2025-08-11,1.438,1.438,,,0,0,,5.75,,2025-08-14,4.95,4.95,0,3.4,MP-UVP-0326,4.95,4.95,Active,0
X7253282,"Bike Mount, Vorbauhalterung für Bike Zugsystem Abschleppseil",JA,0745604036771,KO.81.010,Z021,,K00004084,kommit Outdoor GmbH,TZB,Kinderartikel,KOMMIT,M000103539,schwarz,26,OSZ,UN,,,0,,,,20,,,,20,2026-05-15,20,12.555,2026-03-24,12.5805,7.5482,,,0,0,,251.61,,2025-08-14,22.99,24.95,0.078557,1.8,"MP-1,65-0326",22.99,22.99,Active,0
X7253284,"Bike Bungee, flexible Befestigung für Bike Zugsystem",JA,796554968049,KO.81.018,Z021,,K00004084,kommit Outdoor GmbH,TZB,Kinderartikel,KOMMIT,M000103538,schwarz/orange,26,OSZ,UN,,,0,,,,23,,,1,20,2026-05-15,20,12.555,2026-03-24,12.5805,8.824833,,,0,0,,308.95,,2025-08-14,22.99,24.95,0.078557,1.8,"MP-1,65-0326",22.99,22.99,Active,0
X7253285,Multisport Clip inkl. Outdoor Belt Gürtel,JA,0796554968032,KO.81.017,Z021,,K00004084,kommit Outdoor GmbH,TZB,Kinderartikel,KOMMIT,M000103542,schwarz/orange,26,OSZ,UN,,,0,,,,4,,,,,,,,2025-08-11,13.526,13.526,,,0,0,,54.1,,2025-08-14,22.99,24.95,0.078557,1.7,"MP-1,65-0326",22.99,22.99,Active,0
X7253288,Bruneck 2 Kurzfinger Handschuhe,JA,4065901101849,"10-110122-2680-6,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103546,russet orange,26FS,6,UN,,,0,,,,2,,,,,,,,2026-02-13,10.465,10.465,,,0,0,,20.93,,2026-02-13,22.99,24.95,0.078557,2.2,PW-neu-04,22.99,22.99,Active,0
X7253289,Bruneck 2 Kurzfinger Handschuhe,JA,4065901101856,"10-110122-2680-6,5",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103546,russet orange,26FS,6.5,UN,,,0,,,,2,,,,,,,,2026-02-13,10.465,10.465,,,0,0,,20.93,,2026-02-13,22.99,24.95,0.078557,2.2,PW-neu-04,22.99,22.99,Active,0
X7253290,Bruneck 2 Kurzfinger Handschuhe,JA,4065901101863,"10-110122-2680-7,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103546,russet orange,26FS,7,UN,,,0,,,,3,,,,,,,,2026-02-13,10.463333,10.463333,,,0,0,,31.39,,2026-02-13,22.99,24.95,0.078557,2.2,PW-neu-04,22.99,22.99,Active,0
X7253291,Bruneck 2 Kurzfinger Handschuhe,JA,4065901101870,"10-110122-2680-7,5",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103546,russet orange,26FS,7.5,UN,,,0,,,,3,,,,,,,,2026-02-13,10.463333,10.463333,,,0,0,,31.39,,2026-02-13,22.99,24.95,0.078557,2.2,PW-neu-04,22.99,22.99,Active,0
X7253292,Bruneck 2 Kurzfinger Handschuhe,JA,4065901101887,"10-110122-2680-8,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103546,russet orange,26FS,8,UN,,,0,,,,3,,,,,,,,2026-02-13,10.463333,10.463333,,,0,0,,31.39,,2026-02-13,22.99,24.95,0.078557,2.2,PW-neu-04,22.99,22.99,Active,0
X7253293,Bruneck 2 Kurzfinger Handschuhe,JA,4065901101894,"10-110122-2680-8,5",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103546,russet orange,26FS,8.5,UN,,,0,,,,4,,,,,,,,2026-02-13,10.5,10.5,,,0,0,,42,,2026-02-13,22.99,24.95,0.078557,2.2,PW-neu-04,22.99,22.99,Active,0
X7253294,Bruneck 2 Kurzfinger Handschuhe,JA,4065901101900,"10-110122-2680-9,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103546,russet orange,26FS,9,UN,,,0,,,,4,,,,,,,,2026-02-13,10.5,10.5,,,0,0,,42,,2026-02-13,22.99,24.95,0.078557,2.2,PW-neu-04,22.99,22.99,Active,0
X7253295,Bruneck 2 Kurzfinger Handschuhe,JA,4065901101917,"10-110122-2680-9,5",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103546,russet orange,26FS,9.5,UN,,,0,,,,4,,,,,,,,2026-02-13,10.5,10.5,,,0,0,,42,,2026-02-13,22.99,24.95,0.078557,2.2,PW-neu-04,22.99,22.99,Active,0
X7253296,Bruneck 2 Kurzfinger Handschuhe,JA,4065901101924,"10-110122-2680-10,0",B081,PW,K00001735,Roeckl Sporthandschuhe GmbH & Co. KG,Bekleidung,Handschuhe kurz,ROECKL,M000103546,russet orange,26FS,10,UN,,,0,,,,3,,,,,,,,2026-02-13,10.463333,10.463333,,,0,0,,31.39,,2026-02-13,22.99,24.95,0.078557,2.2,PW-neu-04,22.99,22.99,Active,0
